modelID,modelName
5219,长安欧尚X7
4381,讴歌TLX-L
4383,东风风神AX4
5232,奔驰EQC
4385,众泰T600 Coupe
4386,蒙迪欧新能源
5233,国机智骏GX5
5234,国机智骏GC1
4387,焕驰
4388,江铃E200N
5235,国机智骏GC2
3053,宝马X4
3052,佳宝V80
4380,奔奔EV
440,雪铁龙C6(进口)
442,速腾
443,力帆520
444,威志
3048,大切诺基 SRT
446,雅尊
447,金刚
448,轩逸
5225,启辰e30
4378,Sprinter LS500
449,思迪
4379,Metris MS500
5226,荣威RX5 MAX
3060,Ghibli
4392,宝骏310W
5240,奥迪Q2L e-tron
4394,宋新能源
4396,嘉际
5243,上汽MAXUS EUNIQ 6
5244,上汽MAXUS G20
5246,探岳X
3068,标致301
3066,马自达CX-7
3065,锐腾
3064,上汽MAXUS G10
3062,自由光(进口)
450,奔驰E级(进口)
3061,瑞风M6
451,东方之子Cross
452,SPORTAGE
453,佳乐
454,锐欧
455,爱腾
456,捷豹XK
457,美佳
3059,比亚迪S7
3058,福运
458,蓝瑟
459,法拉利599
5238,比亚迪e2
5239,途昂X
5253,指挥官PHEV
5255,捷途X70S EV
5257,风光E3
3079,奔驰GLA(进口)
3075,海马S7
3074,哈弗H7
460,海域
3073,名图
461,海尚
462,凯雷德ESCALADE
463,沃尔沃S40
464,讴歌RL
465,派朗
466,奔腾B70
467,奔驰GL级
468,风尚
3069,传祺GA3
469,奔驰R级
3082,力帆330
5261,BEIJING-X3
5262,Aion LX(埃安LX)
3081,骏派D60
3080,瑞风S3
5267,东风本田X-NV
3089,蒙派克S
3087,猎鹰
3086,风光
3085,凌派
470,福美来
471,奥迪A4(进口)
472,奥迪A6(进口)
5260,域虎9
3083,力帆630
473,C4 PICASSO
474,远景
475,骏逸
476,雪铁龙C2
477,圣达菲经典
478,奇瑞QQ6
479,讴歌TL
5258,上汽MAXUS T70
3091,长安尊行
3090,凯胜
5279,宋Pro新能源
3099,英菲尼迪QX70
3098,英菲尼迪QX50(进口)
3097,英菲尼迪Q70
480,雪铁龙C4
481,赛豹V
3096,ATENZA
482,荣威750
5270,丰田C-HR EV
5271,奕泽E进擎
483,三菱戈蓝
484,奔奔i
485,享御
486,欧蓝德(进口)
487,克莱斯勒300C
488,SLS赛威
489,比亚迪S8
490,中华酷宝
491,长城精灵
492,炫丽
493,酷熊
5281,长安欧尚科赛3
5282,科莱威CLEVER
494,沃尔沃C30
496,迈腾
498,麦柯斯
5295,迈莎锐MS580
5296,领特
5299,银隆艾菲
3904,启辰T70X
3906,野马EC70
3901,奔驰GLS AMG
3913,宝沃BX7
3916,北汽威旺M30
3911,华凯皮卡
3924,长安CS15
3925,风光370
3926,英格尼斯
3928,绅宝X35
3920,奇瑞QQ3EV
3922,北汽昌河Q25
3923,乐风RV
2603,坤程
3935,瑞迈
2601,海星A7
2600,长安之星
3939,锐3
2608,上汽MAXUS V80
2607,HIACE
2606,长安星光4500
2605,长安之星2
3934,雷克萨斯RX
2604,长安之星S460
3946,五菱之光小卡
2613,旗舰A9
2611,卡尔森 S级
2610,卡尔森 GL级
3941,宝马2系旅行车
2619,标致3008
2615,哈弗H2
3957,西玛
4805,风行M7
2623,雷克萨斯LC
3959,领动
4807,奕歌
4808,风行M6
4809,INSPIRE
2629,凯迪拉克ATS(进口)
4800,奔腾T77
4801,帅客新能源
3954,起亚KX5
3955,海狮X30L
4802,唐
3970,风行SX6
3968,马自达CX-4
3969,英致727
4817,菲斯塔
4819,威马EX6
3961,江淮iEV6S
3963,DS 4S
3964,高尔夫?嘉旅
4813,吉利ICON
3967,战剑
3980,北汽昌河Q35
3981,骐铃T3
4826,欧拉R1
3979,骏派A70
4827,欧拉白猫
2642,讴歌ILX
2641,讴歌NSX
3971,凯翼V3
3972,北京BJ90
4820,讴歌RDX
4822,星途LX
3977,荣威e950
4824,奕跑
2649,索纳塔
3978,荣威e550
4825,汉腾V7
3990,伽途ix7
3991,伽途ix5
3992,启腾V60
2660,金典
4837,雷凌双擎E+
2658,中兴C3
3505,成功V2
3504,成功V1
3502,东风小康C36
2653,金迪尔
900,飞度(进口)
3983,凯翼X3
4831,宋MAX新能源
3984,东风风度MX5
901,慕尚
4832,卡罗拉双擎E+
903,GranCabrio
4833,逸行
4834,起亚K5新能源
904,MINI COUPE
3987,迈威
3508,成功X1
3507,成功K2
905,一汽-大众CC
3989,凯迪拉克XT5
4836,路盛S1
2659,大力神
3506,成功K1
908,风朗
909,威麟V5
4850,凯锐浩克
3515,金杯S70
3514,长安之星7
2665,雷龙
2664,Model X
3511,卡威W1
4840,领克01新能源
3993,宝骏E100
3994,海马V70
911,X-BOW
913,森雅M80
914,奔驰SLS级AMG
3518,撼路者
3999,蔚揽
4847,帅铃T8
4860,九龙C6
2683,巴博斯 smart fortwo
3530,中华V3
2682,F12berlinetta
2681,起亚K9
3526,长安之星3
5708,五菱50EV
2678,沃尔沃V40
3524,传祺GA3S视界
3521,揽胜极光
2674,宝威
2673,御骏
4851,奥迪Q5L
4852,帝豪GSe
5700,福田征服者
923,Rapide
4854,优劲EV
4855,蓝舰T340
4856,凯迪拉克XT4
3529,众泰E200
927,比亚迪G3
4857,宝沃BX3
4858,俊风ER30
928,莲花L3
3528,启悦
4870,马自达CX-8
4871,奥迪Q2L
2207,大捷龙(进口)
3538,马自达CX-3
5717,嘉悦X4
3537,北汽新能源ES210
3535,英菲尼迪ESQ
3533,北汽新能源EV
930,MINI ROADSTER
2685,添越
2200,长城V80
5710,枫叶30X
4864,沃尔沃S90新能源
4865,Lorinser MS500L
5713,嘉悦X7
5714,宏光MINI EV
4867,Taycan
5715,五菱荣光EV
4868,名爵HS
939,野马F99
4869,荣威i5
4880,迈凯伦600LT
4881,蔚来ES6
4882,沃兰多
3549,凯特
3547,锐行
3546,帅铃T6
2214,柯兰多
3545,瑞风S2
940,比亚迪F3R
2212,翱龙CUV
2211,挑战者SUV
4873,迈威新能源
5722,金冠奔驰V-Class
4877,闪闪X2
5724,凌宝BOX
947,YUKON
4878,迈图
4879,哪吒N01
5727,上汽MAXUS D90 Pro
4890,宝骏E200
4891,指挥官
4892,长安睿行EM80
5740,昌河北斗星X5
4893,祥菱M
4410,红旗H5
3562,D-MAX
2230,江南TT
5739,长安欧尚科尚EV
4408,五菱宏光S3
4409,北斗星EC100
2228,驭胜S350
3557,绅宝D20
3556,帝豪
951,帅客
3554,昂科威
3553,英菲尼迪Q50L
4884,五菱荣光新卡
955,TERRAIN
4885,长安CS85 COUPE
4886,长安欧尚科尚
4402,领克03
4403,宝沃BXi7
4887,启辰T60
4888,锐骐6
4404,骏派A50
958,楼兰(海外)
4889,风骏7
959,威兹曼Roadster
4405,骏派CX65
5750,启能GEV 1
4421,东风风神E70
3574,传祺GS5 Super
2242,天语 尚悦
2241,MINI PACEMAN
3570,五菱征程
4419,汉腾X5新能源
2237,逸致
961,黑金刚
2236,宝骏630
962,猎豹6481
3565,发现神行(进口)
963,凯美瑞(海外)
964,红杉
965,战旗
966,陆霸
4897,开瑞K60EV
967,帅驰
5744,大运皮卡
968,帅威
4898,哈弗F7
4899,领界
4415,骏派A70E
969,吉奥凯旋
4416,幸福e+
4417,众泰T500
4418,菱智M5EV
4431,祺智PHEV
3101,风骏6
3100,英菲尼迪QX80
2252,北京汽车E系列
3582,本田XR-V
3581,凯翼C3R
970,凯迪拉克CTS
2248,理念S1
2246,K5凯酷
3576,mu-X牧游侠
3575,云100
2244,杰路驰
975,途胜(进口)
4423,景逸X6
4425,斯派卡
4427,蔚来ES8
4428,猎豹CS9新能源
4441,WEY P8
5774,五菱荣光小卡翼开启
3112,利亚纳A6
2264,奥迪Q3(进口)
2263,Huayra
2262,菲跃
2261,法拉利FF
3591,英菲尼迪QX50
980,SAVANA
3108,红旗L5
981,沃尔沃S40(进口)
982,英朗
3589,博瑞
983,Sienna
500,超级维特拉
3104,杰德
501,陆风X6
3103,朗行
2256,Veloster飞思
502,起亚VQ
3586,凯翼C3
5764,驰虎EM6
503,指挥官经典
987,标致408
504,指南者(进口)
4434,博骏
505,雅力士
989,吉利GX7
4435,骁途
5767,金威新能源
4436,黄海N3
506,小贵族
507,海炫
508,吉姆尼(进口)
509,奥迪A6
5782,成功K3
5783,成功K4
5300,银隆5024EV
4453,柯珞克
2275,Virage
3121,长安CS95
3119,东风风神E30
510,维拉克斯
2268,卡缤
511,奥迪R8
996,旗云1
997,比亚迪G3R
513,FJ 酷路泽
4444,江淮iEV7S
5775,五菱荣光新卡翼开启
4445,长安CS15EV
516,路帝
517,优翼
4447,卡升T6
5778,东风小康C55
518,奇瑞A1
4448,卡升V-Class
519,明锐
4460,奥迪Q7新能源
4461,东风小康EC36
4462,捷豹XEL
5310,WEY VV7新能源
5311,名爵HS新能源
4464,Lorinser VS系列
5312,锐骐6新能源
5796,大指挥官PHEV
3134,星朗
3132,雷斯特W
3131,风迪思
520,杰勋
3128,景逸X5
521,大切诺基(进口)
522,骊威
3126,YARiS L 致炫
523,中华骏捷FRV
524,讴歌MDX
3124,飞腾C5
2277,Aventador
525,林荫大道
526,卡罗拉
527,海马3
528,帕萨特
5305,迈凯伦GT
4459,海马爱尚EV
529,天语 SX4
5308,东南DX5
5309,宝马X2
4470,NEVS 93
4472,宝马6系GT
4473,荣威RX3
4474,凯翼E3
5322,HYCAN 007
5323,腾势X
2297,荣威W5
2296,MASTER CEO
2295,大7 SUV
2294,中华V5
3140,星旺M2
2293,迈凯伦12C
530,奇瑞A3
531,名爵7
3139,星旺M1
532,名爵5
533,名爵TF
3136,小海狮X30
535,长城M1
536,嘉誉
537,荣威550
4468,风光S560
538,奥迪A5
539,迈腾(进口)
5317,奔腾T33
4480,奔奔mini-e
4481,远景X3
4482,卡威W1新能源
4483,圣达菲7
4484,宇通T7
4485,哈弗M6
4486,御风P16
5334,黄海N7
4487,别克GL6
3156,优雅2代
3155,长安星卡
3154,阿特兹
3153,摩根4-4
3152,摩根Plus 4
3151,摩根Roadster
3150,猎豹Q6
540,比亚迪F6
542,博悦
3149,龙威
543,朋多
544,领雅
545,森雅
546,科帕奇(进口)
2299,标致508
4477,优优EV
5324,SF90 Stradale
4478,开瑞K50EV
4479,瑞驰新能源EC35
549,汉兰达(进口)
4491,远景S1
4493,骐铃T100
4495,华泰EV160R
4011,长安睿行M90
5342,新宝骏RM-5
4496,伊兰特EV
5343,长安睿行ES30
4012,长安神骐F30
4013,长安神骐F50
4497,U5 SUV
4498,中华V6
3166,虎视
3164,格越
3163,福仕达福卡
3162,福仕达腾达
3160,福仕达鸿达
4490,启辰D60
550,兰德酷路泽(进口)
551,GranTurismo
552,赛影
554,景逸
3159,星旺L
555,名爵3SW
556,新明仕
3158,沃尔沃S60
557,Tiguan
3157,艾瑞泽3
4488,北斗星X5E
558,众泰2008
4489,小鹏汽车G3
5336,新宝骏RC-6
5337,罗夫哈特MR500
5338,北京F40
5339,领界EV
4009,北汽威旺S50
3170,奥迪A3
5350,科雷缤
5353,五菱730
4023,风光580
3178,MINI JCW
3177,神行者
3175,致胜
560,猛士
3171,速派
561,奥丁
562,御轩
564,逍客
565,狮跑
566,铂锐
567,宾悦
568,骐菱
4499,欧力威EV
4015,北汽新能源EX
5346,Model 3
569,猎豹CS6
5347,嘉悦A5
5348,奔驰GLB
5349,凯迪拉克CT5
5360,雷丁i9
3181,MINI JCW COUNTRYMAN
3180,MINI JCW COUPE
4031,迈锐宝XL
5362,风景G5
5365,秦
4035,风景G9
5367,长安欧尚科赛5
3189,宝马M4
3185,锋驭
570,海锋
571,风华
3182,MINI JCW PACEMAN
572,瑞鹰
574,凯领
575,酷搏
576,锋哲
577,蒙迪欧-致胜
578,马自达5
579,比亚迪F0
3179,MINI JCW CLUBMAN
5358,雷丁i3
4027,GTC4Lusso
5359,雷丁i5
4029,沃尔沃V90
5371,比亚迪e3
3192,伊思坦纳
5372,广汽丰田iA5
3191,北汽威旺M20
5373,新宝骏RS-3
4043,雪铁龙C6
5375,荣威RX5 eMAX
4045,辉昂
5377,远程E5
4046,宝沃BX5
5378,远程E6
3198,极睿
3197,朗境
3195,瑞虎5
580,帕杰罗(进口)
581,英菲尼迪M系
3194,考斯特
5370,菲斯塔纯电动
582,阿斯顿?马丁DBS
583,竞速
584,马自达3(进口)
101,夏利
585,沃尔沃XC60(进口)
586,悦动
102,Mustang
587,宝马X6
103,城市
588,奔驰C级
104,威姿
589,捷豹XF
106,威乐
5368,锐骐新能源
107,普瑞维亚
4038,江南T11
109,花冠
4039,开瑞K60
5383,福克斯Active
5384,风光580Pro
5385,冒险家
590,志翔
591,霸锐
592,昂科雷
593,奥迪Q5(进口)
110,凯美瑞
594,劳恩斯
595,奔驰GLK级(进口)
111,威驰
596,力帆620
112,雷克萨斯GX
597,力帆320
599,世爵C8
117,蒙迪欧
5393,皓影
5394,探影
5395,昂科旗
4065,华泰iEV230
5396,畅巡
4066,华泰XEV260
5397,长安CS55 纯电版
4069,奔腾X40
4061,北汽威旺M35
5392,潍柴汽车U70
121,牧马人
122,英菲尼迪FX
126,菱帅
127,胜达经典
128,菱绅
4073,比亚迪e5
4074,奔驰GLC AMG
4076,大力神K5
4077,宝骏310
4078,Model 3(进口)
4070,众泰SR9
130,中华尊驰
131,君爵
4072,自由侠
132,英伦C5
133,豪情
135,思域
138,美人豹
139,雷斯特
4086,东南DX3
4087,瑞风S2mini
4088,江淮iEV6E
4080,荣威RX5
141,主席
142,千里马
4083,捷豹XFL
144,高尔
145,Polo
146,奥迪A8
148,奥迪TT
149,桑塔纳经典
4095,凯翼X5
4096,讴歌CDX
4097,东风风神AX5
4098,科雷傲
4099,瑞虎3x
4090,瑞风M4
4092,大迈X7
153,宝马7系
4094,传祺GS8
155,乐驰
159,宝马X5
161,宝马Z4
162,保时捷911
163,赛欧
164,君威
166,别克GL8
168,Boxster
170,特锐
172,Cayenne
174,Murcielago
175,沃尔沃S80
177,沃尔沃XC90
178,捷豹XJ
179,ALFA 156
182,威达
184,标致206(进口)
185,标致407
186,标致607
188,拉古那
191,玛莎拉蒂Spyder
192,威霆(进口)
194,海迅
196,梅甘娜
197,奔驰E级
199,风景
2707,Ranger
2712,海星T20
2711,海星A9
2719,奔驰CLS级AMG
2718,奔驰E级AMG
2717,奔驰C级AMG
2716,威志V5
4904,帕萨特新能源
2723,奔驰G级AMG
2722,奔驰M级AMG
2721,奔驰SLK级AMG
2720,奔驰SL级AMG
4908,新宝骏RS-5
4909,宇通CL6
2729,宝马X6 M
2728,宝马X5 M
2727,宝马M6
4900,秦Pro
2726,宝马M5
4901,东南A5翼舞
2725,宝马1系M
2735,奥迪RS 5
4915,东风?瑞泰特EM10
2734,奥迪S5
4916,Lorinser MAYBACH S级
2733,奥迪RS 4
4917,长安之星9新能源
2732,奥迪S4
4918,长安星卡新能源
2731,奥迪RS 3
4919,欧诺新能源
2730,奥迪S3
2739,奥迪S8
2738,奥迪S7
2737,奥迪RS 6
4912,卡尔森 CCA22
4913,逸动XT
2736,奥迪S6
2744,东风小康V29
2743,荣威950
4928,宝马X3 M
2742,景逸SUV
4929,宝马X4 M
2741,奥迪TT RS
2740,奥迪TTS
4921,风行T5L
4922,特顺新能源
2748,讴歌RLX
4923,智行
2755,途腾T2
4938,大乘G70S
2754,途腾T1
2752,瑞风S5
2751,思铭
4930,域虎3
4931,域虎5
4932,祺智EV
3607,华颂7
4934,瑞风S4
2771,红旗H7
2770,中华H230
2768,劲炫ASX
3615,锐界
4948,名爵EZS纯电动
2767,菲翔
4949,易至EV3
3613,康恩迪
2766,海马M8
2765,塔利斯曼
2764,朗动
2761,秦新能源
4943,大乘G60S
4944,大乘E20
3618,启辰T70
4945,森雅R7新能源
2769,V5菱致
2781,夏利N7
2779,荣威e50
2778,长安CS35
2776,V6菱仕
2775,Urus
2774,奥轩GX5
3621,战车
3620,迈凯伦625C
4950,奔腾X40新能源
4953,俊风E17
4955,领途K-ONE
3628,九龙A4
5803,BEIJING-X5
3627,众泰Z700
