styleID,styleName,isOnsale,modelID,modelName
10240,2011款 三厢 1.6L AT SX,0,2348,爱唯欧
1001245,2012款 1.0L舒适型,0,2476,优优
1001244,2012款 1.2L标准型,0,2476,优优
24882,2016款 A 260 运动型,0,52,奔驰A级(进口)
24884,2016款 TSI280 DSG智行版,0,3171,速派
24887,2016款 1.8T DCT豪华型,0,3627,众泰Z700
22225,2016款 450h 四驱尊贵版,0,3934,雷克萨斯RX
24886,2016款 28T 四驱铂金版,0,3989,凯迪拉克XT5
24889,2016款 1.8T DCT公务版,0,3627,众泰Z700
24888,2016款 1.8T DCT典雅型,0,3627,众泰Z700
36859,2019款 TSI280 两驱标准版 国VI,0,4986,柯迪亚克GT
10249,2011款 1.6L 自动舒适型,0,586,悦动
24881,2016款 A 200 运动型,0,52,奔驰A级(进口)
24880,2016款 A 200 赛道版,0,52,奔驰A级(进口)
36850,2019款 2.0T 两驱尊享版 国VI,1,4635,航海家(进口)
10241,2011款 1.6L 自动天窗版,0,632,奔腾B50
36851,2019款 1.6T 自动四驱豪华版,1,3954,起亚KX5
10244,2009款 3.8L 舒适版,0,510,维拉克斯
1001241,2012款 1.0L实力I型,0,2493,优胜2代
1001240,2011款 1.0L 舒适型LJ465QE1,0,2469,佳宝V52
36854,2019款 乐酷版,1,4416,幸福e+
10246,2009款 3.8L 豪华版,0,510,维拉克斯
36855,2019款 1.5T 首发款自动豪华版 7座,0,4686,上汽MAXUS G50
10248,2011款 1.6L 手动舒适型,0,586,悦动
36856,2019款 MAX 1.5T CVT豪华型 7座,1,4226,汉腾X5
36857,2018款 DM 2.0T 全时四驱智联创享型 5座 国V,0,3430,唐新能源
10247,2011款 2.0 SXT豪华导航版,0,575,酷搏
1003855,2016款 2.5T AMT商旅国IV长轴高顶15座,0,2608,上汽MAXUS V80
24858,2016款 328i xDrive 设计套装型,0,2963,宝马3系GT
1003856,2016款 2.5T 手动商旅国V长轴高顶15座,0,2608,上汽MAXUS V80
24857,2016款 328i 设计套装型,0,2963,宝马3系GT
1003853,2016款 2.5T AMT商旅国IV长轴中顶15座,0,2608,上汽MAXUS V80
1003854,2016款 2.5T AMT商旅国IV长轴高顶14座,0,2608,上汽MAXUS V80
24859,2016款 335i xDrive 设计套装型,0,2963,宝马3系GT
1003851,2016款 2.5T AMT商旅国IV加长轴中顶17座,0,2608,上汽MAXUS V80
1003852,2016款 2.5T AMT商旅国IV加长轴高顶17座,0,2608,上汽MAXUS V80
1003850,2016款 2.5T 手动商旅国IV长轴高顶14座,0,2608,上汽MAXUS V80
24850,2016款 1.5L 手动舒适型,0,3774,宝骏330
24852,2016款 2.4L 舒适版,1,2565,艾力绅
24851,2016款 2.4L 经典版,1,2565,艾力绅
1003859,2016款 2.5T AMT商杰国IV长轴中顶15座,0,2608,上汽MAXUS V80
24854,2016款 2.4L 豪华版,1,2565,艾力绅
24853,2016款 2.4L 风尚版,1,2565,艾力绅
1003857,2016款 2.5T 手动商旅国IV长轴高顶15座,0,2608,上汽MAXUS V80
24856,2016款 320i 设计套装型,0,2963,宝马3系GT
1003858,2016款 2.5T AMT商杰国IV短轴低顶9座,0,2608,上汽MAXUS V80
24855,2016款 320i 时尚型,0,2963,宝马3系GT
10217,2011款 2.0L 自动尊贵版,0,987,标致408
36847,2019款 2.0T 两驱尊雅版 国VI,1,2991,林肯MKC
10216,2011款 2.0L 自动豪华版,0,987,标致408
36848,2019款 2.0T 四驱尊雅版 国VI,1,2991,林肯MKC
10219,2011款 2.0L 手动舒适型,0,130,中华尊驰
12878,2012款 2.4L 自动两驱尊贵型,0,2123,哈弗H6
36849,2019款 2.0T 四驱尊耀版 国VI,1,2991,林肯MKC
10218,2012款 3.0TFSI quattro豪华型,0,740,奥迪A7
12872,2012款 1.5L 手动标准型,0,939,野马F99
36840,2019款 1.6L CVT酷动版 国V,0,425,骐达TIIDA
12870,2012款 2.0L 手动精英型,0,424,永源A380
36841,2019款 1.6L CVT智行版 国V,0,425,骐达TIIDA
10211,2011款 1.6L 自动舒适版,0,987,标致408
12871,2012款 改款 3.6L 传奇性能版,0,678,科迈罗
36842,2019款 1.6L CVT智享版 国V,0,425,骐达TIIDA
10210,2011款 1.6L 手动舒适版,0,987,标致408
36843,2019款 1.6L CVT智尊版 国V,0,425,骐达TIIDA
10213,2011款 1.6L 手动豪华版,0,987,标致408
36844,2019款 55 TFSI quattro 尊享致雅型,1,18,奥迪A6L
10212,2011款 2.0L 手动舒适版,0,987,标致408
12877,2012款 2.4L 自动两驱精英型,0,2123,哈弗H6
12874,2012款 2.3L 尊贵型 20周年纪念版,0,792,雪铁龙C5
10215,2011款 2.0L 手动豪华版,0,987,标致408
36845,2019款 2.0T 两驱尊悦版 国VI,1,2991,林肯MKC
10214,2011款 1.6L 自动豪华版,0,987,标致408
36846,2019款 2.0T 两驱尊享版 国VI,1,2991,林肯MKC
1003844,2016款 2.5T 手动商旅国V加长轴中顶17座,0,2608,上汽MAXUS V80
24869,2016款 T5 智雅版,0,2190,沃尔沃V60
1003845,2016款 2.5T 手动商旅国V加长轴高顶17座,0,2608,上汽MAXUS V80
24868,2016款 T5 智逸版,0,2190,沃尔沃V60
1003842,2016款 2.5T 手动傲运通国V长轴中顶7座,0,2608,上汽MAXUS V80
1003843,2016款 2.5T 手动傲运通国V长轴高顶7座,0,2608,上汽MAXUS V80
1003840,2016款 2.5T 手动傲运通国V短轴低顶6座,0,2608,上汽MAXUS V80
1003841,2016款 2.5T 手动傲运通国V短轴中顶6座,0,2608,上汽MAXUS V80
12880,2012款 1.5L 手动智能起停版,0,2090,长城C30
24863,2016款 3.0 SC V6 SE,0,802,发现
22200,2014款 420i 敞篷豪华设计套装,0,2968,宝马4系
24862,2016款 3.0 SDV6 HSE 柴油版,0,802,发现
22201,2014款 420i 敞篷运动设计套装,0,2968,宝马4系
1003848,2016款 2.5T 手动商旅国IV加长轴中顶17座,0,2608,上汽MAXUS V80
24865,2016款 3.0 SC V6 HSE Luxury,0,802,发现
1003849,2016款 2.5T 手动商旅国IV加长轴高顶17座,0,2608,上汽MAXUS V80
22203,2015款 1.6L 自动运动版,0,382,晶锐
24864,2016款 3.0 SC V6 HSE,0,802,发现
1003846,2016款 2.5T 手动商旅国V长轴中顶15座,0,2608,上汽MAXUS V80
24867,2016款 1.5T CVT魔方之路版 国IV,0,3899,众泰SR7
1003847,2016款 2.5T 手动商旅国V长轴高顶14座,0,2608,上汽MAXUS V80
24866,2016款 1.5T CVT魔方之门版 国IV,0,3899,众泰SR7
10228,2011款 1.8T 自动旗舰版,0,130,中华尊驰
10227,2011款 1.8T 自动行政版,0,130,中华尊驰
12889,2012款 118i 领先型,0,373,宝马1系(进口)
10229,2011款 1.3L 手动标准版,0,47,海福星
36839,2019款 1.6L 手动乐动版 国V,0,425,骐达TIIDA
10220,2011款 2.0L 手动豪华型,0,130,中华尊驰
12883,2013款 6.0L 3500舒适版,0,980,SAVANA
12884,2012款 6.0L 领袖级至尊版,0,980,SAVANA
10222,2011款 2.0L 自动豪华型,0,130,中华尊驰
12881,2013款 6.0L 3500标准版,0,980,SAVANA
36830,2018款 ES 28T 舒适型 国VI,1,166,别克GL8
10221,2011款 2.0L 自动舒适型,0,130,中华尊驰
12882,2012款 520i 典雅型,0,202,宝马5系(进口)
36831,2018款 ES 28T 尊享型 国VI,1,166,别克GL8
10224,2011款 1.8T 手动豪华型,0,130,中华尊驰
12887,2012款 6.0L 总裁级无隐私屏版,0,980,SAVANA
36832,2018款 ES 28T 豪华型 国VI,1,166,别克GL8
10223,2011款 1.8T 手动舒适型,0,130,中华尊驰
12888,2012款 125i 运动型,0,373,宝马1系(进口)
36833,2018款 ES 28T 旗舰型 国VI,1,166,别克GL8
10226,2011款 1.8T 自动豪华型,0,130,中华尊驰
12885,2012款 6.0L 领袖级经典版,0,980,SAVANA
36834,2018款 28T Avenir艾维亚 国VI,1,166,别克GL8
10225,2011款 1.8T 自动舒适型,0,130,中华尊驰
12886,2012款 6.0L 总裁级隐私屏版,0,980,SAVANA
1001214,2012款 1.2L标准型TNN4G12B01,0,2885,星旺CL
24836,2016款 2.0T 自动尊贵型Plus,0,3059,比亚迪S7
1003877,2016款 1.5L豪华型长轴DAM15L,0,4012,长安神骐F30
1001213,2012款 1.2L标准型GA4G12,0,2885,星旺CL
24835,2016款 118i 都市设计套装,0,373,宝马1系(进口)
1003878,2016款 1.5L舒适型短轴DAM15L,0,4012,长安神骐F30
1003875,2016款 2.5T 手动商杰国IV加长轴高顶19座,0,2608,上汽MAXUS V80
1001216,2012款 1.2L舒适型TNN4G12B01,0,2885,星旺CL
24838,2016款 改款 2.0L 两驱舒适版,0,686,科雷傲(进口)
24837,2016款 标准型,0,2779,荣威e50
1001215,2012款 1.2L舒适型GA4G12,0,2885,星旺CL
1003876,2016款 1.5L豪华型短轴DAM15L,0,4012,长安神骐F30
1003873,2016款 2.5T 手动商杰国IV长轴高顶15座,0,2608,上汽MAXUS V80
1001210,2012款 1.3L舒适型,0,2870,佳宝V70 II代
1003874,2016款 2.5T 手动商杰国IV加长轴中顶19座,0,2608,上汽MAXUS V80
1003871,2016款 2.5T 手动商杰国IV长轴中顶15座,0,2608,上汽MAXUS V80
1003872,2016款 2.5T 手动商杰国IV短轴中顶12座,0,2608,上汽MAXUS V80
24830,2016款 35 TFSI 典藏版 自动标准型,0,692,奥迪A4L
1001218,2012款 1.2L豪华型TNN4G12B01,0,2885,星旺CL
24832,2016款 35 TFSI 典藏版 S line豪华型,0,692,奥迪A4L
1001217,2012款 1.2L豪华型GA4G12,0,2885,星旺CL
24831,2016款 35 TFSI 典藏版 S line舒适型,0,692,奥迪A4L
24834,2016款 118i 领先型,0,373,宝马1系(进口)
1003879,2016款 1.5L舒适型长轴DAM15L,0,4012,长安神骐F30
24833,2016款 45 TFSI 典藏版 quattro个性运动型,0,692,奥迪A4L
12858,2012款 650i xDrive Gran Coupe,0,270,宝马6系
36825,2019款 2.0T 两驱尊享版 国V,0,2991,林肯MKC
36826,2019款 2.0T 两驱尊雅版 国V,0,2991,林肯MKC
12856,2012款 2.4L 自动尊享型,0,2088,比亚迪S6
36827,2019款 2.0T 四驱尊雅版 国V,0,2991,林肯MKC
36828,2019款 2.0T 四驱尊耀版 国V,0,2991,林肯MKC
36829,2019款 28T 铂金版,0,3802,凯迪拉克CT6
1003870,2016款 2.5T 手动商杰国IV短轴低顶9座,0,2608,上汽MAXUS V80
36820,2019款 TSI380 7座四驱豪华优享版 国V,0,4217,柯迪亚克
12854,2012款 2.0L 手动豪华型,0,2088,比亚迪S6
36821,2019款 TSI380 7座四驱豪华优享版 国VI,0,4217,柯迪亚克
12855,2012款 2.0L 手动尊贵型,0,2088,比亚迪S6
36822,2019款 TSI380 7座四驱旗舰版 国V,0,4217,柯迪亚克
12852,2012款 1.5L 舒适型,0,2325,智尚S30
36823,2019款 TSI380 7座四驱旗舰版 国VI,0,4217,柯迪亚克
12853,2012款 1.5L 时尚型,0,2325,智尚S30
36824,2019款 2.0T 两驱尊悦版 国V,0,2991,林肯MKC
1003866,2016款 2.5T 手动商杰国V短轴中顶12座,0,2608,上汽MAXUS V80
1001203,2012款 1.2L荣达 豪华型HMA GM12-NR,0,2481,福仕达荣达
24847,2015款 改款 1.5L 自动豪华型,0,2806,速锐
1003867,2016款 2.5T 手动商杰国V长轴高顶15座,0,2608,上汽MAXUS V80
1001202,2012款 1.2L荣达 舒适型HMA GM12-NR,0,2481,福仕达荣达
24846,2015款 改款 1.5L 手动豪华型,0,2806,速锐
1003864,2016款 2.5T 手动商杰国V短轴低顶9座,0,2608,上汽MAXUS V80
1001205,2012款 1.0L标准型,0,2870,佳宝V70 II代
24849,2015款 改款 1.5L 自动旗舰型,0,2806,速锐
1003865,2016款 2.5T 手动商杰国V长轴中顶15座,0,2608,上汽MAXUS V80
24848,2015款 改款 1.5L 手动旗舰型,0,2806,速锐
1003862,2016款 2.5T AMT商杰国IV加长轴中顶19座,0,2608,上汽MAXUS V80
1003863,2016款 2.5T AMT商杰国IV加长轴高顶19座,0,2608,上汽MAXUS V80
1003860,2016款 2.5T AMT商杰国IV短轴中顶12座,0,2608,上汽MAXUS V80
1001201,2012款 1.2L荣达 标准型HMA GM12-NR,0,2481,福仕达荣达
1003861,2016款 2.5T AMT商杰国IV长轴高顶15座,0,2608,上汽MAXUS V80
1001200,2012款 1.2L荣达 旗舰型HMA GM12-NR,0,2481,福仕达荣达
24841,2016款 1.5T 手动魔方之路版 国IV,0,3899,众泰SR7
24840,2016款 1.5T 手动魔方之门版 国IV,0,3899,众泰SR7
1001207,2012款 1.0L商用型,0,2870,佳宝V70 II代
1001206,2012款 1.3L标准型,0,2870,佳宝V70 II代
24842,2016款 1.5T 手动魔方之心版 国IV,0,3899,众泰SR7
1003868,2016款 2.5T 手动商杰国V加长轴中顶19座,0,2608,上汽MAXUS V80
1001209,2012款 1.3L豪华型,0,2870,佳宝V70 II代
24845,2015款 改款 1.5L 自动舒适型,0,2806,速锐
1003869,2016款 2.5T 手动商杰国V加长轴高顶19座,0,2608,上汽MAXUS V80
1001208,2012款 1.0L舒适型,0,2870,佳宝V70 II代
24844,2015款 改款 1.5L 手动舒适型,0,2806,速锐
12869,2012款 2.0L 手动天窗型,0,424,永源A380
10206,2011款 2.0L 自动智领型,0,466,奔腾B70
36814,2019款 TSI330 7座两驱舒适版 国V,0,4217,柯迪亚克
10205,2011款 2.0L 自动豪华型,0,466,奔腾B70
36815,2019款 TSI330 7座两驱舒适版 国VI,0,4217,柯迪亚克
12867,2012款 1.9CTI 智能四驱柴油版,0,572,瑞鹰
10208,2011款 2.3L 自动导航型,0,466,奔腾B70
36816,2019款 TSI330 5座两驱豪华优享版 国V,0,4217,柯迪亚克
12868,2012款 1.8L 自动天窗型,0,424,永源A380
10207,2011款 2.3L 自动豪华型,0,466,奔腾B70
36817,2019款 TSI330 5座两驱豪华优享版 国VI,0,4217,柯迪亚克
36818,2019款 TSI330 7座两驱豪华优享版 国V,0,4217,柯迪亚克
36819,2019款 TSI330 7座两驱豪华优享版 国VI,0,4217,柯迪亚克
10202,2011款 2.0L 手动时尚型,0,466,奔腾B70
36810,2019款 TSI330 5座两驱标准版 国V,0,4217,柯迪亚克
12866,2012款 1.9CTI 两驱柴油经典版,0,572,瑞鹰
36811,2019款 TSI330 5座两驱标准版 国VI,0,4217,柯迪亚克
10204,2011款 2.0L 自动时尚型,0,466,奔腾B70
36812,2019款 TSI330 5座两驱舒适版 国V,0,4217,柯迪亚克
10203,2011款 2.0L 手动精英型,0,466,奔腾B70
36813,2019款 TSI330 5座两驱舒适版 国VI,0,4217,柯迪亚克
46169,2020款 改款 GT TSI230 DSG旗舰版 国VI,1,4690,柯米克
46167,2020款 改款 GT TSI230 DSG舒适版 国VI,1,4690,柯米克
46168,2020款 改款 GT 1.5L 自动旗舰版 国VI,1,4690,柯米克
34187,2018款 2.0T 尊雅版,0,793,林肯MKZ
22198,2014款 420i 敞篷时尚型,0,2968,宝马4系
34186,2018款 2.0T 尊享版,0,793,林肯MKZ
22199,2014款 420i 敞篷风尚设计套装,0,2968,宝马4系
34185,2018款 2.0T 尊悦版,0,793,林肯MKZ
34184,2018款 180TSI 乐动橙版,0,210,甲壳虫
34183,2018款 1.6L CVT智尊版 国V,0,3983,凯翼X3
34182,2018款 2.0L 手动时尚版 国V,0,2137,智跑
34180,2018款 230THP 自动互联版,0,3234,标致2008
22190,2015款 CROSS 1.5L CVT智尊型,0,2776,V6菱仕
22191,2015款 CROSS 1.5T 手动智控型,0,2776,V6菱仕
22192,2015款 4.0L V6 中东低配版,0,550,兰德酷路泽(进口)
34189,2018款 2.0H 混动尊享版,0,793,林肯MKZ
22196,2015款 改款 1.8T 自动纵领型,0,3075,海马S7
22197,2015款 570S 3.8T Coupe,0,3767,迈凯伦570
34188,2018款 2.0T 尊耀版,0,793,林肯MKZ
46165,2018款 320 尊享版,1,4649,U5 EV
46166,2018款 360 精英版,1,4649,U5 EV
46163,2020款 改款 GT 1.5L 自动舒适版 国VI,1,4690,柯米克
46164,2018款 320 精英版,1,4649,U5 EV
46161,2020款 1.5T CVT超越型,1,5717,嘉悦X4
46162,2020款 1.5T CVT梦想型,1,5717,嘉悦X4
46160,2020款 1.5T 手动超越型,1,5717,嘉悦X4
46158,2020款 运动版 1.5L 手动冠军版,1,4434,博骏
46159,2020款 1.5T 手动精英型,1,5717,嘉悦X4
46156,2020款 改款 1.5T 自动尊贵型 国VI,1,4767,风行T5
34176,2018款 1.4T 手动智联型,1,4760,伽途GT
34175,2018款 1.4T 手动精英型,1,4760,伽途GT
34174,2018款 2.5L 自动四驱豪华版,0,4691,途达
34173,2018款 2.5L 自动两驱豪华版,0,4691,途达
34172,2018款 2.5L 手动两驱领先版,0,4691,途达
34171,2018款 2.5L 手动两驱精英版,0,4691,途达
34170,2018款 改款 380TSI DSG 豪华型,0,496,迈腾
34179,2018款 1.6L 自动互联版,0,3234,标致2008
34178,2018款 1.4T 自动智联型,1,4760,伽途GT
34177,2018款 1.4T 自动精英型,1,4760,伽途GT
46154,2020款 改款 1.6L 手动尊享型 国VI,1,4767,风行T5
46155,2020款 改款 1.5T 自动豪华型 国VI,1,4767,风行T5
10190,2011款 2.4 MT JLX-EL 5门版,0,500,超级维特拉
10192,2011款 GT 1.8L 自动时尚版真皮款,0,982,英朗
10191,2011款 2.4 AT JLX-EL 5门版,0,500,超级维特拉
46147,2020款 270TGDi GL DCT舒适版,2,2649,索纳塔
10193,2011款 GT 1.6T 时尚运动版真皮款,0,982,英朗
46148,2020款 超级玩家版,1,4247,名爵ZS
46145,2020款 550KM 甄选续航版,2,5631,几何C
46146,2020款 330TSI 两驱尊贵智联版,2,5246,探岳X
22176,2015款 plus 1.5L 手动智尊型,0,2769,V5菱致
22177,2015款 plus 1.5L CVT智尊型,0,2769,V5菱致
22178,2015款 plus 1.5L 手动护航型,0,2769,V5菱致
22179,2015款 plus 1.5L 手动爵士型,0,2769,V5菱致
34162,2018款 EcoBoost 245 旗舰型,0,117,蒙迪欧
34161,2018款 EcoBoost 245 豪华运动型,0,117,蒙迪欧
34160,2018款 EcoBoost 200 豪华型,0,117,蒙迪欧
22170,2015款 1.8L CVT豪华型 国IV,0,2134,力帆X60
22171,2016款 Panamera Edition 3.0T,0,703,Panamera
34169,2018款 改款 330TSI DSG 豪华型,0,496,迈腾
34168,2018款 185T CVT豪华版,0,3462,雷凌
22173,2015款 1.5L 手动经典版,1,2769,V5菱致
22174,2015款 1.5L CVT经典版,1,2769,V5菱致
22175,2015款 plus 1.5L 手动智趣型,0,2769,V5菱致
46143,2020款 3.0TSI 锐尊版 国VI,1,82,途锐
46141,2020款 sDrive 25i 烈日限量版,1,161,宝马Z4
22187,2015款 CROSS 1.5L 手动智趣型,0,2776,V6菱仕
34154,2018款 A 260 运动型,0,52,奔驰A级(进口)
22188,2015款 CROSS 1.5L CVT智趣型,0,2776,V6菱仕
34153,2018款 A 200 运动型,0,52,奔驰A级(进口)
22189,2015款 CROSS 1.5L 手动智尊型,0,2776,V6菱仕
34152,2018款 A 200 时尚型,0,52,奔驰A级(进口)
34151,2018款 A 200 动感型,0,52,奔驰A级(进口)
34150,2018款 A 180,0,52,奔驰A级(进口)
22180,2015款 plus 1.5T 手动智控型,0,2769,V5菱致
22181,2015款 plus 1.5T CVT智控型,0,2769,V5菱致
34159,2018款 EcoBoost 200 时尚型,0,117,蒙迪欧
34158,2018款 EcoBoost 180 豪华型,0,117,蒙迪欧
34157,2018款 EcoBoost 180 时尚型,0,117,蒙迪欧
34156,2018款 EcoBoost 180 舒适型,0,117,蒙迪欧
34155,2018款 B 260 运动型,0,398,奔驰B级
46132,2020款 2.0T 自动商务舱版 国VI,1,3814,途睿欧
46130,2020款 3.0T 自动至尊型,2,2852,北京BJ80
46131,2020款 1.5L CVT 高配,2,4531,瑞虎5x
46129,2020款 EQC 350 4MATIC,1,5232,奔驰EQC
1001279,2012款 2.5T 低顶超值物流版F,0,2608,上汽MAXUS V80
46127,2020款 360THP 十周年质臻版,1,987,标致408
46128,2020款 360THP 十周年纪念版,1,987,标致408
1001276,2012款 2.5T 中顶超值物流版D,0,2608,上汽MAXUS V80
10172,2011款 2.5T 北欧行政版,0,177,沃尔沃XC90
46125,2020款 230THP 十周年质趣版,1,987,标致408
1001275,2012款 2.5T 低顶超值物流版D,0,2608,上汽MAXUS V80
46126,2020款 230THP 十周年质臻版,1,987,标致408
1001278,2012款 2.5T 中顶超值物流版E,0,2608,上汽MAXUS V80
10174,2011款 2.5T 北欧个性运动版,0,177,沃尔沃XC90
46123,2021款 2.0T 两驱智护+,1,4631,WEY VV6
1001277,2012款 2.5T 低顶超值物流版E,0,2608,上汽MAXUS V80
10173,2011款 2.5T 北欧豪华版,0,177,沃尔沃XC90
46124,2021款 2.0T 两驱智享+,1,4631,WEY VV6
34143,2018款 B 180,0,398,奔驰B级
22154,2015款 3.0 SC V6 HSE,0,802,发现
22155,2015款 3.0 SC V6 HSE Luxury,0,802,发现
34142,2018款 领潮版 1.4T 自动领尚智联型,0,3465,帝豪GS
22156,2015款 XF 2.0T 80周年典藏风华版,0,589,捷豹XF
34141,2018款 2.5L 自动两驱智享版,0,4691,途达
22157,2015款 XF 2.0T 80周年典藏豪华版,0,589,捷豹XF
34140,2018款 GLC 300 4MATIC 轿跑SUV,0,3339,奔驰GLC(进口)
22158,2015款 XF 3.0 SC 80周年典藏R-Sport版,0,589,捷豹XF
22159,2015款 XJL 2.0T 典雅商务80周年典藏版,0,178,捷豹XJ
34149,2018款 GLE 500 4MATIC 轿跑SUV,1,3683,奔驰GLE
34148,2018款 GLE 400 4MATIC 轿跑SUV,1,3683,奔驰GLE
22150,2015款 2.0T 四驱总统系列,0,2991,林肯MKC
34147,2018款 GLE 320 4MATIC 轿跑SUV,1,3683,奔驰GLE
34146,2018款 B 200 豪华型,0,398,奔驰B级
22151,2015款 2.0T 总统系列,0,793,林肯MKZ
22152,2015款 3.0 SDV6 HSE 柴油版,0,802,发现
34145,2018款 B 200 时尚型,0,398,奔驰B级
34144,2018款 B 200 动感型,0,398,奔驰B级
22153,2015款 3.0 SC V6 SE,0,802,发现
10176,2011款 3.2 北欧个性运动版,0,177,沃尔沃XC90
46121,2020款 2.0L 两驱安全升级版,1,3872,自由光
10175,2011款 3.2 北欧行政版,0,177,沃尔沃XC90
46122,2021款 2.0T 两驱智悦+,1,4631,WEY VV6
1001274,2012款 2.5T 中顶超值物流版C,0,2608,上汽MAXUS V80
1001273,2012款 2.5T 低顶超值物流版C,0,2608,上汽MAXUS V80
10177,2013款 1.4T 七座豪华型,0,381,赛飞利
10179,2011款 5.7 标准型,0,2354,坦途
1001270,2012款 2.5T 中顶超值物流版A,0,2608,上汽MAXUS V80
1001269,2012款 2.5T 低顶超值物流版A,0,2608,上汽MAXUS V80
46116,2020款 1.8T 自动智联旗畅版,1,4410,红旗H5
10181,2011款 三厢 1.4L 手动驭乐版,0,688,标致207
10180,2011款 两厢 1.6L 手动驭乐版,0,688,标致207
36790,2019款 创客版 1.6L 豪华型,1,3351,瑞风M3
46117,2020款 1.8TD DCT豪华型,1,5073,豪越
46114,2020款 1.8T 自动智联旗韵版,1,4410,红旗H5
1001265,2013款 2.2L舒适型,0,2914,爱卡
10183,2011款 两厢 1.6L 手动品乐版,0,688,标致207
36791,2019款 创客版 1.6L 豪华智能型,1,3351,瑞风M3
46115,2020款 1.8T 自动智联旗享版,1,4410,红旗H5
10182,2011款 三厢 1.6L 自动驭乐版,0,688,标致207
1001264,2012款 2.4L政务旗舰版4G64,0,2542,蒙派克E
36792,2019款 宜家版 1.6L 豪华型,1,3351,瑞风M3
10185,2011款 两厢 1.4L 手动品乐版,0,688,标致207
36793,2019款 宜家版 1.6L 豪华智能型,1,3351,瑞风M3
46112,2020款 1.5T DCT旗悦版,1,4410,红旗H5
1001266,2013款 2.2L标准型,0,2914,爱卡
10184,2011款 两厢 1.6L 自动品乐版,0,688,标致207
36794,2019款 宜家版 2.0L 豪华型,0,3351,瑞风M3
46113,2020款 1.5T DCT旗韵版,1,4410,红旗H5
34132,2018款 改款 GLS 320 4MATIC,0,3688,奔驰GLS
22165,2015款 328Li 40周年限量版,0,66,宝马3系
34131,2018款 改款 GLC 300 4MATIC 豪华型,0,3862,奔驰GLC
34130,2018款 改款 GLC 300 4MATIC 动感型,0,3862,奔驰GLC
22169,2015款 1.8L CVT舒适型 国IV,0,2134,力帆X60
34139,2018款 30TD 智联韵动版,0,4410,红旗H5
34138,2018款 30TD 智联灵动版,0,4410,红旗H5
22160,2015款 XJL 3.0 SC 典雅商务80周年典藏版,0,178,捷豹XJ
34137,2018款 1.5L 手动周末版,1,3882,英致G5
22161,2015款 XJL 3.0 SC 四驱全景商务80周年典藏版,0,178,捷豹XJ
34136,2018款 改款 GLS 500 4MATIC,0,3688,奔驰GLS
22162,2015款 XJL 3.0 SC 四驱尊享商务80周年典藏版,0,178,捷豹XJ
34135,2018款 改款 GLS 400 4MATIC豪华型,0,3688,奔驰GLS
34134,2018款 改款 GLS 400 4MATIC动感型,0,3688,奔驰GLS
34133,2018款 改款 GLS 350d 4MATIC,0,3688,奔驰GLS
22164,2015款 5.0 SC V8 SVR,0,850,揽胜运动版
10187,2011款 三厢 1.6L 手动品乐版,0,688,标致207
1001261,2012款 1.1L舒适型双排ACTECO-SQR472WF,0,2496,优劲
36795,2019款 宜家版 2.0L 豪华智能型,0,3351,瑞风M3
46110,2020款 2.0T 280HP VIRTU限量版,1,3825,Giulia
10186,2011款 三厢 1.4L 手动品乐版,0,688,标致207
1001260,2012款 1.1L标准型双排ACTECO-SQR472WF,0,2496,优劲
46111,2020款 2.0T 280HP VIRTU限量版,1,4196,Stelvio
36796,2019款 RS 330T 自动痛快版 国VI,1,5008,科鲁泽
36797,2019款 创?首发智行版,0,5009,比亚迪e1
10189,2011款 三厢 1.6L 自动品乐版,0,688,标致207
36798,2019款 400T 耀星者 纯电动续航56KM,0,5010,星越新能源
10188,2011款 2.4 AT JX-EH 3门版,0,500,超级维特拉
1001262,2012款 1.2L加长标准I型,0,2476,优优
1001298,2012款 1.1L汽油双排SC1025SA4,0,2923,长安神骐T20
10150,2011款 Carrera 4 GTS Coupe 3.8L,0,162,保时捷911
36780,2019款 运动版 1.5T 手动豪华型,1,2334,众泰T600
46103,2020款 1.5L 手动运动版,1,3405,艾瑞泽5
1001297,2012款 1.1L汽油双排SC1025SB4,0,2923,长安神骐T20
36781,2019款 运动版 1.5T 自动豪华型,1,2334,众泰T600
36782,2019款 运动版 1.5T 自动尊贵型,1,2334,众泰T600
46101,2020款 280TSI DSG豪华版,1,4993,途铠
36783,2019款 运动版 1.5T 自动旗舰型,1,2334,众泰T600
46102,2020款 1.5T 手动运动版,1,3405,艾瑞泽5
22132,2015款 2.0L CVT宽享版 232座,0,3300,艾瑞泽M7
34120,2018款 EcoBoost 180 Cognac特别版,0,117,蒙迪欧
24796,2016款 S 400 4MATIC 轿跑版,0,59,奔驰S级
22135,2015款 2.0L LX 舒适版,0,78,雅阁
22136,2015款 1.8T 技术型,0,2771,红旗H7
24798,2016款 PHEV 尊享版,0,4340,传祺GA5新能源
22137,2015款 2.0L LXS 精英版,0,78,雅阁
22138,2015款 2.0L EX 豪华版,0,78,雅阁
22139,2015款 2.0L EXN 豪华导航版,0,78,雅阁
34129,2018款 改款 GLC 260 4MATIC 豪华型,0,3862,奔驰GLC
34128,2018款 改款 GLC 260 4MATIC 动感型,0,3862,奔驰GLC
34127,2018款 改款 GLC 200 4MATIC,0,3862,奔驰GLC
34126,2018款 GLC 260 4MATIC 轿跑SUV,0,3339,奔驰GLC(进口)
24791,2015款 2.3T 豪华运动敞篷型,0,3486,赛麟Mustang
