modelID,modelName,brandID,brandName,levelID,levelName,nation,haveOnSale,kouBeiNumOnSale,kouBeiNumHaltSale,mainBrandID,mainBrandName,categoryID,categoryName,nationID,powerID,powerName,powerCategoryID,powerCategoryName,minGuidePrice,maxGuidePrice,isCrawl,isCalc,isShow,isDelete,ventureID,ventureName,brandLevelID,brandLevelName
4242,凌轩,160,长安汽车,mpv,MPV,中国,1,0,0,76,长安,3,MPV,86,11,汽油动力,1,燃油动力,6.79,11.09,1,1,1,2,2,自主,1,非豪华
5575,捷途X70 Coupe,33,奇瑞汽车,suvb,中型SUV,中国,1,0,0,319,捷途,2,SUV,86,11,汽油动力,1,燃油动力,9.29,12.99,1,1,1,2,2,自主,1,非豪华
5576,领克EX11,463,领克,suvc,中大型SUV,中国,2,0,0,279,领克,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5566,红旗H9,190,一汽红旗,c,中大型车,中国,2,0,0,91,红旗,1,轿车,86,11,汽油动力,1,燃油动力,0,0,1,0,0,2,2,自主,2,豪华
4237,金杯快运,169,华晨雷诺,qk,轻客,中国,1,0,0,83,金杯,6,轻客,86,11,汽油动力,1,燃油动力,6.98,9.63,1,1,1,2,2,自主,1,非豪华
4238,电咖·EV10,488,电咖汽车,a00,微型车,中国,0,0,0,280,电咖,1,轿车,86,21,纯电动力,2,新能源,11.59,14.18,1,1,1,2,2,自主,1,非豪华
5569,蔚来EC6,464,蔚来,suvb,中型SUV,中国,2,0,0,284,蔚来,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
4250,EnLight,186,广汽乘用车,s,跑车,中国,2,0,0,82,广汽传祺,5,跑车,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5581,东风小康C51,327,东风小康,wk,微卡,中国,1,0,0,142,东风小康,7,微卡,86,11,汽油动力,1,燃油动力,4.69,5.09,1,1,1,2,2,自主,1,非豪华
5582,东风小康C52,327,东风小康,wk,微卡,中国,1,0,0,142,东风小康,7,微卡,86,11,汽油动力,1,燃油动力,4.99,5.39,1,1,1,2,2,自主,1,非豪华
4252,WEY VV7,4,长城汽车,suvb,中型SUV,中国,1,0,0,283,WEY,2,SUV,86,11,汽油动力,1,燃油动力,16.78,18.88,1,1,1,2,2,自主,1,非豪华
5583,悦虎ES3,585,大运汽车,suva0,小型SUV,中国,1,0,0,405,大运,2,SUV,86,21,纯电动力,2,新能源,8.78,8.78,1,1,1,2,2,自主,1,非豪华
4253,WEY VV5,4,长城汽车,suva,紧凑型SUV,中国,1,0,0,283,WEY,2,SUV,86,11,汽油动力,1,燃油动力,12.58,17.3,1,1,1,2,2,自主,1,非豪华
4254,凯翼C3R EV,398,凯翼汽车,a0,小型车,中国,0,0,0,214,凯翼,1,轿车,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5585,小猬EV400,504,刺猬汽车,suva,紧凑型SUV,中国,2,0,0,328,刺猬汽车,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
4255,传祺GA3S PHEV,492,广汽新能源,a,紧凑型车,中国,0,0,0,313,广汽新能源,1,轿车,86,22,PHEV,2,新能源,16.48,17.48,1,1,1,2,2,自主,1,非豪华
4256,传祺GS4新能源,186,广汽乘用车,suva,紧凑型SUV,中国,1,0,0,82,广汽传祺,2,SUV,86,22,PHEV,2,新能源,16.38,21.98,1,1,1,2,2,自主,1,非豪华
5587,北汽小猫,185,北京汽车制造厂,a00,微型车,中国,1,0,0,154,北汽制造,1,轿车,86,0,无数据,0,无数据,3.98,3.98,1,1,1,2,2,自主,1,非豪华
4246,荣威i6,159,上汽集团,a,紧凑型车,中国,1,0,0,19,荣威,1,轿车,86,11,汽油动力,1,燃油动力,8.98,14.38,1,1,1,2,2,自主,1,非豪华
4247,名爵ZS,159,上汽集团,suva0,小型SUV,中国,1,0,0,20,名爵,2,SUV,86,11,汽油动力,1,燃油动力,7.38,11.58,1,1,1,2,2,自主,1,非豪华
5591,英伦TX4新能源,54,吉利汽车,mpv,MPV,中国,2,0,0,25,吉利汽车,3,MPV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5592,瑞驰新能源S513,479,瑞驰新能源,suva0,小型SUV,中国,1,0,0,296,瑞驰新能源,2,SUV,86,21,纯电动力,2,新能源,13.98,14.58,1,1,1,2,2,自主,1,非豪华
4262,艾瑞泽5e,405,奇瑞新能源,a,紧凑型车,中国,1,0,0,26,奇瑞,1,轿车,86,21,纯电动力,2,新能源,11.98,23.28,1,1,1,2,2,自主,1,非豪华
4263,荣威i6新能源,159,上汽集团,a,紧凑型车,中国,1,0,0,19,荣威,1,轿车,86,22,PHEV,2,新能源,14.78,22.28,1,1,1,2,2,自主,1,非豪华
4264,北汽新能源EC,390,北汽新能源,a00,微型车,中国,1,0,0,208,北汽新能源,1,轿车,86,21,纯电动力,2,新能源,5.58,16.48,1,1,1,2,2,自主,1,非豪华
4265,蔚来EP9,464,蔚来,s,跑车,中国,0,0,0,284,蔚来,5,跑车,86,21,纯电动力,2,新能源,0,0,1,0,0,2,2,自主,1,非豪华
5590,ARCFOX αT,390,北汽新能源,suvb,中型SUV,中国,2,0,0,272,ARCFOX,2,SUV,86,0,无数据,0,无数据,28,28,1,1,1,2,2,自主,1,非豪华
5588,奇瑞eQ5,405,奇瑞新能源,suva,紧凑型SUV,中国,2,0,0,26,奇瑞,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5589,e爱丽舍,586,神龙汽车,a,紧凑型车,法国,2,0,0,406,东风富康,1,轿车,33,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
4276,北汽幻速S5,383,北汽银翔,suva,紧凑型SUV,中国,1,0,0,203,北汽幻速,2,SUV,86,11,汽油动力,1,燃油动力,5.98,8.58,1,1,1,2,2,自主,1,非豪华
4278,御风EV,172,东风汽车,qk,轻客,中国,1,0,0,32,东风,6,轻客,86,21,纯电动力,2,新能源,18.8,48,1,1,1,2,2,自主,1,非豪华
4270,五菱之光V,59,上汽通用五菱,mb,微面,中国,0,0,0,114,五菱汽车,8,微面,86,11,汽油动力,1,燃油动力,3.38,3.68,1,1,1,2,2,自主,1,非豪华
4269,长安CS55,160,长安汽车,suva,紧凑型SUV,中国,1,0,0,76,长安,2,SUV,86,11,汽油动力,1,燃油动力,8.29,13.39,1,1,1,2,2,自主,1,非豪华
4282,凯翼X7,398,凯翼汽车,suvb,中型SUV,中国,2,0,0,214,凯翼,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
345,双环SCEO,7,双环汽车,suvb,中型SUV,中国,0,0,0,90,双环,2,SUV,86,11,汽油动力,1,燃油动力,9.98,16.88,1,1,1,2,2,自主,1,非豪华
4279,宋MAX,146,比亚迪,mpv,MPV,中国,1,0,0,75,比亚迪,3,MPV,86,11,汽油动力,1,燃油动力,7.99,12.99,1,1,1,2,2,自主,1,非豪华
4293,远景X1,54,吉利汽车,suva0,小型SUV,中国,0,0,0,25,吉利汽车,2,SUV,86,11,汽油动力,1,燃油动力,3.99,5.79,1,1,1,2,2,自主,1,非豪华
4294,金杯F50,169,华晨雷诺,mpv,MPV,中国,1,0,0,83,金杯,3,MPV,86,11,汽油动力,1,燃油动力,6.25,10.89,1,1,1,2,2,自主,1,非豪华
4298,比速T5,456,比速汽车,suvb,中型SUV,中国,1,0,0,271,比速汽车,2,SUV,86,11,汽油动力,1,燃油动力,7.29,10.49,1,1,1,2,2,自主,1,非豪华
4299,东风小康K05S,327,东风小康,mb,微面,中国,1,0,0,142,东风小康,8,微面,86,11,汽油动力,1,燃油动力,2.79,3.59,1,1,1,2,2,自主,1,非豪华
4290,EnSpirit,186,广汽乘用车,suva,紧凑型SUV,中国,2,0,0,82,广汽传祺,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
4291,传祺GE3,492,广汽新能源,suva0,小型SUV,中国,1,0,0,313,广汽新能源,2,SUV,86,21,纯电动力,2,新能源,15.48,24.65,1,1,1,2,2,自主,1,非豪华
4292,睿行S50T,397,长安凯程,mpv,MPV,中国,1,0,0,294,长安凯程,3,MPV,86,11,汽油动力,1,燃油动力,6.19,7.89,1,1,1,2,2,自主,1,非豪华
13,来宝SRV,7,双环汽车,suvb,中型SUV,中国,0,0,0,90,双环,2,SUV,86,11,汽油动力,1,燃油动力,9.68,11.58,1,1,1,2,2,自主,1,非豪华
47,海福星,26,一汽海马,a,紧凑型车,中国,0,0,0,86,海马,1,轿车,86,11,汽油动力,1,燃油动力,5.98,17.36,1,1,1,2,2,自主,1,非豪华
392,赛豹III,30,哈飞汽车,a,紧凑型车,中国,0,0,0,24,哈飞,1,轿车,86,11,汽油动力,1,燃油动力,6.38,10.48,1,1,1,2,2,自主,1,非豪华
395,哈弗H3,4,长城汽车,suva,紧凑型SUV,中国,0,0,0,181,哈弗,2,SUV,86,11,汽油动力,1,燃油动力,8.98,15.88,1,1,1,2,2,自主,1,非豪华
67,路宝,30,哈飞汽车,a00,微型车,中国,0,0,0,24,哈飞,1,轿车,86,11,汽油动力,1,燃油动力,3.34,5.28,1,1,1,2,2,自主,1,非豪华
68,赛马,30,哈飞汽车,a0,小型车,中国,0,0,0,24,哈飞,1,轿车,86,11,汽油动力,1,燃油动力,5.48,8.47,1,1,1,2,2,自主,1,非豪华
75,北斗星,31,昌河铃木,a00,微型车,日本,1,0,0,53,铃木,1,轿车,81,11,汽油动力,1,燃油动力,3.2,6.78,1,1,1,2,2,自主,1,非豪华
76,爱迪尔,177,北汽昌河,a00,微型车,中国,0,0,0,79,北汽昌河,1,轿车,86,11,汽油动力,1,燃油动力,3.49,4.88,1,1,1,2,2,自主,1,非豪华
83,东方之子,33,奇瑞汽车,b,中型车,中国,0,0,0,26,奇瑞,1,轿车,86,11,汽油动力,1,燃油动力,8.18,20.18,1,1,1,2,2,自主,1,非豪华
84,风云,33,奇瑞汽车,a,紧凑型车,中国,0,0,0,26,奇瑞,1,轿车,86,11,汽油动力,1,燃油动力,5.56,6.98,1,1,1,2,2,自主,1,非豪华
85,旗云,33,奇瑞汽车,a0,小型车,中国,0,0,0,26,奇瑞,1,轿车,86,11,汽油动力,1,燃油动力,4.98,9.58,1,1,1,2,2,自主,1,非豪华
87,奇瑞QQ3,33,奇瑞汽车,a00,微型车,中国,0,0,0,26,奇瑞,1,轿车,86,11,汽油动力,1,燃油动力,2.68,5.94,1,1,1,2,2,自主,1,非豪华
3803,路盛E80,117,华泰汽车,a,紧凑型车,中国,0,0,0,87,华泰,1,轿车,86,0,无数据,0,无数据,6.18,7.18,1,1,1,2,2,自主,1,非豪华
3807,哈弗Concept R,4,长城汽车,suvb,中型SUV,中国,2,0,0,181,哈弗,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3808,哈弗Concept B,4,长城汽车,suva0,小型SUV,中国,2,0,0,181,哈弗,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3800,北京BJ20,561,北京越野,suva,紧凑型SUV,中国,1,0,0,27,北京,2,SUV,86,11,汽油动力,1,燃油动力,9.68,13.98,1,1,1,2,2,自主,1,非豪华
3815,名爵iGS,159,上汽集团,suva,紧凑型SUV,中国,2,0,0,20,名爵,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3816,Next,29,华晨宝马,suva,紧凑型SUV,中国,2,0,0,182,之诺,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3810,EX概念车,390,北汽新能源,s,跑车,中国,0,0,0,208,北汽新能源,5,跑车,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3811,睿骋CC,160,长安汽车,b,中型车,中国,0,0,0,76,长安,1,轿车,86,11,汽油动力,1,燃油动力,8.49,13.59,1,1,1,2,2,自主,1,非豪华
3812,红旗LS5,190,一汽红旗,suvd,大型SUV,中国,2,0,0,91,红旗,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,2,豪华
3827,知豆D2,388,知豆电动车,a00,微型车,中国,0,0,0,206,知豆,1,轿车,86,21,纯电动力,2,新能源,4.98,18.88,1,1,1,2,2,自主,1,非豪华
3828,风光360,327,东风小康,mpv,MPV,中国,0,0,0,259,东风风光,3,MPV,86,11,汽油动力,1,燃油动力,5.79,7.49,1,1,1,2,2,自主,1,非豪华
3829,风光330,327,东风小康,mb,微面,中国,1,0,0,259,东风风光,8,微面,86,11,汽油动力,1,燃油动力,3.49,5.39,1,1,1,2,2,自主,1,非豪华
3820,前途K50,420,前途汽车,s,跑车,中国,1,0,0,235,前途,5,跑车,86,21,纯电动力,2,新能源,75.43,75.43,1,1,1,2,2,自主,1,非豪华
3821,风景V5,188,福田汽车,mb,微面,中国,1,0,0,96,福田,8,微面,86,11,汽油动力,1,燃油动力,3.57,5.18,1,1,1,2,2,自主,1,非豪华
3824,森雅R7,166,一汽吉林,suva0,小型SUV,中国,1,0,0,110,一汽,2,SUV,86,11,汽油动力,1,燃油动力,6.69,10.69,1,1,1,2,2,自主,1,非豪华
2504,长安星光,397,长安凯程,mb,微面,中国,0,0,0,294,长安凯程,8,微面,86,11,汽油动力,1,燃油动力,2.89,3.68,1,1,1,2,2,自主,1,非豪华
3836,全球鹰K11,399,康迪电动汽车集团,a00,微型车,中国,0,0,0,219,全球鹰,1,轿车,86,21,纯电动力,2,新能源,15.28,18.18,1,1,1,2,2,自主,1,非豪华
2503,丰顺,154,力帆汽车,mb,微面,中国,0,0,0,80,力帆汽车,8,微面,86,11,汽油动力,1,燃油动力,3.28,4.938,1,1,1,2,2,自主,1,非豪华
2502,兴顺,154,力帆汽车,mb,微面,中国,0,0,0,80,力帆汽车,8,微面,86,11,汽油动力,1,燃油动力,3.78,4.58,1,1,1,2,2,自主,1,非豪华
2501,东风小康K07II,327,东风小康,mb,微面,中国,0,0,0,142,东风小康,8,微面,86,11,汽油动力,1,燃油动力,2.79,4.08,1,1,1,2,2,自主,1,非豪华
3839,绅宝X25,312,北京汽车,suva0,小型SUV,中国,1,0,0,173,北京汽车,2,SUV,86,11,汽油动力,1,燃油动力,5.58,7.58,1,1,1,2,2,自主,1,非豪华
2500,东风小康K07,327,东风小康,mb,微面,中国,0,0,0,142,东风小康,8,微面,86,11,汽油动力,1,燃油动力,2.79,3.69,1,1,1,2,2,自主,1,非豪华
3830,风光350,327,东风小康,mb,微面,中国,0,0,0,259,东风风光,8,微面,86,0,无数据,0,无数据,6.29,6.29,1,1,1,2,2,自主,1,非豪华
2507,瑞麒G2,33,奇瑞汽车,a0,小型车,中国,0,0,0,103,瑞麒,1,轿车,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
2506,PN货车,59,上汽通用五菱,wk,微卡,中国,0,0,0,114,五菱汽车,7,微卡,86,11,汽油动力,1,燃油动力,3.66,3.99,1,1,1,2,2,自主,1,非豪华
2505,金牛星,397,长安凯程,mb,微面,中国,0,0,0,294,长安凯程,8,微面,86,11,汽油动力,1,燃油动力,4.59,5.89,1,1,1,2,2,自主,1,非豪华
3835,全球鹰K10,399,康迪电动汽车集团,a00,微型车,中国,0,0,0,219,全球鹰,1,轿车,86,21,纯电动力,2,新能源,15.08,15.08,1,1,1,2,2,自主,1,非豪华
2515,大柴神,191,曙光汽车,dp,低端皮卡,中国,1,0,0,97,黄海,4,皮卡,86,11,汽油动力,1,燃油动力,6.28,8.98,1,1,1,2,2,自主,1,非豪华
2514,宝典,307,江铃汽车,dp,低端皮卡,中国,1,0,0,119,江铃,4,皮卡,86,11,汽油动力,1,燃油动力,6.98,11.98,1,1,1,2,2,自主,1,非豪华
2512,锐骐多功能车,173,郑州日产,dp,低端皮卡,中国,0,0,0,32,东风,4,皮卡,86,11,汽油动力,1,燃油动力,10.18,14.28,1,1,1,2,2,自主,1,非豪华
2510,锐骐,173,郑州日产,dp,低端皮卡,中国,1,0,0,32,东风,4,皮卡,86,11,汽油动力,1,燃油动力,7.98,17.38,1,1,1,2,2,自主,1,非豪华
3840,民意微卡,30,哈飞汽车,wk,微卡,中国,0,0,0,24,哈飞,7,微卡,86,0,无数据,0,无数据,3.19,3.59,1,1,1,2,2,自主,1,非豪华
2519,威虎,189,中兴汽车,dp,低端皮卡,中国,1,0,0,74,中兴,4,皮卡,86,11,汽油动力,1,燃油动力,6.98,11.98,1,1,1,2,2,自主,1,非豪华
3844,天津大发TJ110,422,天津汽车,mb,微面,中国,0,0,0,237,华利,8,微面,86,11,汽油动力,1,燃油动力,0,0,1,0,0,2,2,自主,1,非豪华
2517,傲骏,191,曙光汽车,dp,低端皮卡,中国,1,0,0,97,黄海,4,皮卡,86,11,汽油动力,1,燃油动力,5.48,6.28,1,1,1,2,2,自主,1,非豪华
2516,小柴神,191,曙光汽车,dp,低端皮卡,中国,1,0,0,97,黄海,4,皮卡,86,11,汽油动力,1,燃油动力,5.48,6.28,1,1,1,2,2,自主,1,非豪华
3846,黄海N2,191,曙光汽车,dp,低端皮卡,中国,1,0,0,97,黄海,4,皮卡,86,11,汽油动力,1,燃油动力,9.28,18.78,1,1,1,2,2,自主,1,非豪华
2526,佳宝T50,166,一汽吉林,wk,微卡,中国,0,0,0,110,一汽,7,微卡,86,11,汽油动力,1,燃油动力,3.29,3.45,1,1,1,2,2,自主,1,非豪华
2525,佳宝T51,166,一汽吉林,wk,微卡,中国,0,0,0,110,一汽,7,微卡,86,11,汽油动力,1,燃油动力,2.55,2.55,1,1,1,2,2,自主,1,非豪华
2522,昌铃,189,中兴汽车,dp,低端皮卡,中国,0,0,0,74,中兴,4,皮卡,86,11,汽油动力,1,燃油动力,5.99,6.59,1,1,1,2,2,自主,1,非豪华
2520,飞铃,141,猎豹汽车,dp,低端皮卡,中国,0,0,0,78,猎豹汽车,4,皮卡,86,11,汽油动力,1,燃油动力,5.98,6.9,1,1,1,2,2,自主,1,非豪华
3852,众泰T700,171,众泰汽车,suvc,中大型SUV,中国,1,0,0,94,众泰,2,SUV,86,11,汽油动力,1,燃油动力,10.68,15.58,1,1,1,2,2,自主,1,非豪华
3853,西部牛仔,417,绵阳金杯,wk,微卡,中国,1,0,0,83,金杯,7,微卡,86,11,汽油动力,1,燃油动力,3.73,5.27,1,1,1,2,2,自主,1,非豪华
3854,杰虎,208,开瑞汽车,dp,低端皮卡,中国,0,0,0,101,开瑞,4,皮卡,86,11,汽油动力,1,燃油动力,6.48,8.58,1,1,1,2,2,自主,1,非豪华
3857,荣威360,159,上汽集团,a,紧凑型车,中国,0,0,0,19,荣威,1,轿车,86,11,汽油动力,1,燃油动力,7.59,12.99,1,1,1,2,2,自主,1,非豪华
2540,菱智,164,东风风行,mpv,MPV,中国,1,0,0,165,东风风行,3,MPV,86,11,汽油动力,1,燃油动力,4.99,16.48,1,1,1,2,2,自主,1,非豪华
2537,阁瑞斯,169,华晨雷诺,qk,轻客,中国,1,0,0,83,金杯,6,轻客,86,11,汽油动力,1,燃油动力,7.98,27.78,1,1,1,2,2,自主,1,非豪华
2536,路尊大霸王,30,哈飞汽车,mb,微面,中国,0,0,0,24,哈飞,8,微面,86,11,汽油动力,1,燃油动力,5.09,6.08,1,1,1,2,2,自主,1,非豪华
2535,福田风景,188,福田汽车,qk,轻客,中国,1,0,0,96,福田,6,轻客,86,11,汽油动力,1,燃油动力,5.63,10.23,1,1,1,2,2,自主,1,非豪华
2534,浪迪,31,昌河铃木,mb,微面,日本,0,0,0,53,铃木,8,微面,81,11,汽油动力,1,燃油动力,4.98,7.66,1,1,1,2,2,自主,1,非豪华
2530,得利卡,51,东南汽车,qk,轻客,中国,0,0,0,81,东南,6,轻客,86,11,汽油动力,1,燃油动力,6.78,10.98,1,1,1,2,2,自主,1,非豪华
2539,威麟H5,502,奇瑞万达客车,qk,轻客,中国,1,0,0,102,威麟,6,轻客,86,11,汽油动力,1,燃油动力,17.98,22.68,1,1,1,2,2,自主,1,非豪华
2538,威麟H3,502,奇瑞万达客车,qk,轻客,中国,0,0,0,102,威麟,6,轻客,86,11,汽油动力,1,燃油动力,15.98,15.98,1,1,1,2,2,自主,1,非豪华
3868,小金牛,417,绵阳金杯,wk,微卡,中国,1,0,0,83,金杯,7,微卡,86,11,汽油动力,1,燃油动力,3.28,3.48,1,1,1,2,2,自主,1,非豪华
3880,游侠 X,429,游侠电车,c,中大型车,中国,2,0,0,243,游侠,1,轿车,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3881,小老虎,189,中兴汽车,dp,低端皮卡,中国,1,0,0,74,中兴,4,皮卡,86,11,汽油动力,1,燃油动力,5.4,7.58,1,1,1,2,2,自主,1,非豪华
3882,英致G5,372,潍柴汽车,suvb,中型SUV,中国,1,0,0,192,潍柴英致,2,SUV,86,11,汽油动力,1,燃油动力,5.78,9.38,1,1,1,2,2,自主,1,非豪华
2545,金杯大海狮,169,华晨雷诺,qk,轻客,中国,1,0,0,83,金杯,6,轻客,86,11,汽油动力,1,燃油动力,9.48,25.28,1,1,1,2,2,自主,1,非豪华
2543,瑞风M5,170,江淮汽车,mpv,MPV,中国,1,0,0,84,江淮,3,MPV,86,11,汽油动力,1,燃油动力,13.95,21.18,1,1,1,2,2,自主,1,非豪华
2542,蒙派克E,188,福田汽车,qk,轻客,中国,1,0,0,96,福田,6,轻客,86,11,汽油动力,1,燃油动力,7.46,22,1,1,1,2,2,自主,1,非豪华
2541,瑞风,170,江淮汽车,qk,轻客,中国,1,0,0,84,江淮,6,轻客,86,11,汽油动力,1,燃油动力,8.5,17.48,1,1,1,2,2,自主,1,非豪华
3874,北汽幻速H3,383,北汽银翔,mpv,MPV,中国,1,0,0,203,北汽幻速,3,MPV,86,11,汽油动力,1,燃油动力,5.58,6.78,1,1,1,2,2,自主,1,非豪华
3875,成功S10,377,成功汽车,suva0,小型SUV,中国,2,0,0,196,成功汽车,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
3877,启腾EX80,378,福汽新龙马,mb,微面,中国,1,0,0,197,福汽启腾,8,微面,86,11,汽油动力,1,燃油动力,4.29,6.08,1,1,1,2,2,自主,1,非豪华
3878,中华H3,53,华晨中华,a,紧凑型车,中国,0,0,0,22,中华,1,轿车,86,11,汽油动力,1,燃油动力,6.39,8.89,1,1,1,2,2,自主,1,非豪华
3879,欧联M1,428,广马汽车,a00,微型车,中国,0,0,0,242,欧联,1,轿车,86,21,纯电动力,2,新能源,0,0,1,0,0,2,2,自主,1,非豪华
3893,长安欧尚CX70,160,长安汽车,suvb,中型SUV,中国,1,0,0,163,长安欧尚,2,SUV,86,11,汽油动力,1,燃油动力,5.99,10.99,1,1,1,2,2,自主,1,非豪华
2560,传祺GS5,186,广汽乘用车,suvb,中型SUV,中国,1,0,0,82,广汽传祺,2,SUV,86,11,汽油动力,1,燃油动力,10.98,22.98,1,1,1,2,2,自主,1,非豪华
2556,东风风神A60,210,东风乘用车,a,紧凑型车,中国,1,0,0,113,东风风神,1,轿车,86,11,汽油动力,1,燃油动力,6.97,15.47,1,1,1,2,2,自主,1,非豪华
3884,北汽新能源EU,390,北汽新能源,a,紧凑型车,中国,0,0,0,208,北汽新能源,1,轿车,86,21,纯电动力,2,新能源,12.98,25.69,1,1,1,2,2,自主,1,非豪华
3885,金旅大海狮新能源,359,厦门金旅,qk,轻客,中国,1,0,0,175,金旅,6,轻客,86,21,纯电动力,2,新能源,75,75,1,1,1,2,2,自主,1,非豪华
3886,金旅大海狮,359,厦门金旅,qk,轻客,中国,1,0,0,175,金旅,6,轻客,86,11,汽油动力,1,燃油动力,16.8,18.8,1,1,1,2,2,自主,1,非豪华
2573,九龙A5,335,九龙汽车,qk,轻客,中国,1,0,0,151,九龙,6,轻客,86,11,汽油动力,1,燃油动力,14.78,21.6,1,1,1,2,2,自主,1,非豪华
2572,海格H5C,334,苏州金龙,qk,轻客,中国,1,0,0,150,海格,6,轻客,86,11,汽油动力,1,燃油动力,16.53,24.68,1,1,1,2,2,自主,1,非豪华
2571,财运300,203,广汽吉奥,dp,低端皮卡,中国,0,0,0,108,广汽吉奥,4,皮卡,86,11,汽油动力,1,燃油动力,5.79,7.08,1,1,1,2,2,自主,1,非豪华
2570,福家,333,陕汽通家,mb,微面,中国,1,0,0,149,陕汽通家,8,微面,86,11,汽油动力,1,燃油动力,3.18,17.8,1,1,1,2,2,自主,1,非豪华
2569,星锐,170,江淮汽车,qk,轻客,中国,1,0,0,84,江淮,6,轻客,86,11,汽油动力,1,燃油动力,10.97,21.78,1,1,1,2,2,自主,1,非豪华
2568,财运500,203,广汽吉奥,dp,低端皮卡,中国,0,0,0,108,广汽吉奥,4,皮卡,86,11,汽油动力,1,燃油动力,6.29,8.88,1,1,1,2,2,自主,1,非豪华
2567,悦翔V3,160,长安汽车,a0,小型车,中国,0,0,0,76,长安,1,轿车,86,11,汽油动力,1,燃油动力,4.39,5.29,1,1,1,2,2,自主,1,非豪华
2566,欧诺S,397,长安凯程,mb,微面,中国,1,0,0,294,长安凯程,8,微面,86,11,汽油动力,1,燃油动力,3.59,6.09,1,1,1,2,2,自主,1,非豪华
2563,欧朗,332,一汽欧朗,a0,小型车,中国,0,0,0,146,欧朗,1,轿车,86,11,汽油动力,1,燃油动力,6.28,8.98,1,1,1,2,2,自主,1,非豪华
3896,圣达菲,117,华泰汽车,suva,紧凑型SUV,中国,0,0,0,87,华泰,2,SUV,86,12,柴油动力,1,燃油动力,6.98,16.18,1,1,1,2,2,自主,1,非豪华
3898,智尚S35,417,绵阳金杯,suva0,小型SUV,中国,1,0,0,83,金杯,2,SUV,86,11,汽油动力,1,燃油动力,5.98,7.88,1,1,1,2,2,自主,1,非豪华
3899,众泰SR7,171,众泰汽车,suva,紧凑型SUV,中国,0,0,0,94,众泰,2,SUV,86,11,汽油动力,1,燃油动力,6.68,36.667,1,1,1,2,2,自主,1,非豪华
2582,大MPV,335,九龙汽车,qk,轻客,中国,0,0,0,151,九龙,6,轻客,86,0,无数据,0,无数据,12.98,15,1,1,1,2,2,自主,1,非豪华
2581,瑞铃,170,江淮汽车,dp,低端皮卡,中国,0,0,0,84,江淮,4,皮卡,86,11,汽油动力,1,燃油动力,5.58,10.08,1,1,1,2,2,自主,1,非豪华
2579,萨普,188,福田汽车,dp,低端皮卡,中国,1,0,0,96,福田,4,皮卡,86,11,汽油动力,1,燃油动力,5.88,9.98,1,1,1,2,2,自主,1,非豪华
2577,拓陆者,188,福田汽车,dp,低端皮卡,中国,1,0,0,96,福田,4,皮卡,86,11,汽油动力,1,燃油动力,7.78,20.31,1,1,1,2,2,自主,1,非豪华
2576,九龙A6,335,九龙汽车,qk,轻客,中国,1,0,0,151,九龙,6,轻客,86,11,汽油动力,1,燃油动力,9.98,27.28,1,1,1,2,2,自主,1,非豪华
5619,奔奔E-Star,160,长安汽车,a00,微型车,中国,1,0,0,76,长安,1,轿车,86,21,纯电动力,2,新能源,6.98,7.48,1,1,1,2,2,自主,1,非豪华
5610,哈弗Concept H,4,长城汽车,suvb,中型SUV,中国,2,0,0,181,哈弗,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
5631,几何C,548,几何汽车,suva,紧凑型SUV,中国,2,0,0,373,几何汽车,2,SUV,86,0,无数据,0,无数据,0,0,1,0,0,2,2,自主,1,非豪华
2599,财运100,203,广汽吉奥,dp,低端皮卡,中国,0,0,0,108,广汽吉奥,4,皮卡,86,11,汽油动力,1,燃油动力,5.29,7.08,1,1,1,2,2,自主,1,非豪华
